word	id	frequency
bland	1831	175
sean	1832	174
realism	1833	174
bits	1834	174
explained	1835	174
epic	1836	174
commentary	1837	174
howard	1838	174
welles	1839	174
lesson	1840	173
reminds	1841	173
80s	1842	173
intriguing	1843	173
creating	1844	173
joy	1845	173
constant	1846	173
blame	1847	173
memory	1848	173
villains	1849	172
judge	1850	172
starting	1851	172
hadn	1852	172
regular	1853	172
sing	1854	172
cuts	1855	172
douglas	1856	172
lewis	1857	172
v	1858	172
river	1859	172
understanding	1860	171
driving	1861	171
cage	1862	171
sky	1863	171
radio	1864	171
anna	1865	171
noticed	1866	171
ordinary	1867	171
sea	1868	171
village	1869	171
broken	1870	171
finest	1871	170
kong	1872	170
featuring	1873	170
jennifer	1874	170
originally	1875	170
fail	1876	170
accurate	1877	170
aware	1878	170
concerned	1879	170
scared	1880	170
adam	1881	169
discovered	1882	169
months	1883	169
kevin	1884	169
keeping	1885	169
manage	1886	169
blonde	1887	169
references	1888	169
unfunny	1889	169
author	1890	168
w	1891	168
grand	1892	168
0	1893	168
andy	1894	168
lacking	1895	168
below	1896	168
mike	1897	167
fate	1898	167
dying	1899	167
terribly	1900	167
buddy	1901	167
psychological	1902	167
wind	1903	167
identity	1904	167
core	1905	167
harris	1906	166
brilliantly	1907	166
bright	1908	166
visually	1909	166
genuinely	1910	166
moon	1911	166
murdered	1912	166
soft	1913	166
miles	1914	165
record	1915	165
loss	1916	165
current	1917	165
price	1918	165
traditional	1919	165
visuals	1920	165
bigger	1921	165
players	1922	165
conflict	1923	165
japan	1924	165
treated	1925	165
brown	1926	165
fu	1927	165
sign	1928	165
rubbish	1929	165
fault	1930	164
whilst	1931	164
victor	1932	164
portray	1933	164
talents	1934	164
deals	1935	164
mission	1936	164
partner	1937	164
freddy	1938	164
blind	1939	163
pulled	1940	163
formula	1941	163
hits	1942	163
nick	1943	163
results	1944	163
trek	1945	163
jesus	1946	163
santa	1947	163
captured	1948	162
vhs	1949	162
dressed	1950	162
proved	1951	162
magnificent	1952	162
guns	1953	162
field	1954	162
opposite	1955	162
deserve	1956	162
prince	1957	162
context	1958	162
ups	1959	162
boat	1960	162
stopped	1961	162
perspective	1962	161
morgan	1963	161
asked	1964	161
soap	1965	161
eating	1966	161
heroes	1967	161
edited	1968	161
grown	1969	160
segment	1970	160
unknown	1971	160
h	1972	160
forces	1973	160
remembered	1974	160
ass	1975	160
hopes	1976	160
issue	1977	160
advice	1978	160
connection	1979	160
loose	1980	160
versions	1981	159
behavior	1982	159
grew	1983	159
johnny	1984	159
60	1985	159
officer	1986	159
sequels	1987	159
satire	1988	159
marie	1989	159
roy	1990	159
discover	1991	159
screaming	1992	159
existence	1993	159
numerous	1994	159
met	1995	158
saving	1996	158
singer	1997	158
foot	1998	158
albert	1999	158
frankly	2000	158
fat	2001	158
thomas	2002	157
quiet	2003	157
skills	2004	157
reviewers	2005	157
dan	2006	157
survive	2007	157
driven	2008	157
bear	2009	157
locations	2010	157
calls	2011	157
naturally	2012	157
superman	2013	157
scream	2014	156
exploitation	2015	156
luck	2016	156
toward	2017	156
site	2018	156
returns	2019	156
empty	2020	156
breaks	2021	156
anne	2022	156
bet	2023	155
sheer	2024	155
continues	2025	155
develop	2026	155
knowledge	2027	155
simon	2028	155
awkward	2029	155
revealed	2030	155
leader	2031	155
owner	2032	155
robin	2033	155
curious	2034	155
received	2035	155
killers	2036	155
international	2037	154
cars	2038	154
reaction	2039	154
parody	2040	154
speed	2041	154
genuine	2042	154
delightful	2043	153
allows	2044	153
gratuitous	2045	153
dimensional	2046	153
seasons	2047	153
efforts	2048	153
witty	2049	153
suffering	2050	153
delivered	2051	153
essentially	2052	152
proper	2053	152
opens	2054	152
13	2055	152
dreadful	2056	152
code	2057	152
corny	2058	152
pair	2059	152
entertained	2060	152
rose	2061	152
rise	2062	152
gags	2063	152
strength	2064	151
test	2065	151
creates	2066	151
anthony	2067	151
0	2068	151
golden	2069	151
sucks	2070	151
obsessed	2071	151
gary	2072	151
daniel	2073	151
moore	2074	151
travel	2075	151
mrs	2076	150
cable	2077	150
humorous	2078	150
lake	2079	150
memories	2080	150
steven	2081	149
shop	2082	149
classics	2083	149
nancy	2084	149
youth	2085	149
vehicle	2086	149
african	2087	149
spectacular	2088	149
gangster	2089	149
prove	2090	149
pretentious	2091	149
sat	2092	149
hunter	2093	149
priest	2094	148
halloween	2095	148
built	2096	148
spoil	2097	148
handsome	2098	148
meanwhile	2099	148
bomb	2100	148
sake	2101	148
decision	2102	148
failure	2103	148
model	2104	147
bank	2105	147
comparison	2106	147
crappy	2107	147
finale	2108	147
woody	2109	147
grow	2110	147
foreign	2111	147
eat	2112	146
bob	2113	146
tape	2114	146
drew	2115	146
attitude	2116	146
window	2117	146
unexpected	2118	146
caused	2119	146
whenever	2120	146
laughter	2121	146
par	2122	146
vampires	2123	146
emotionally	2124	146
believes	2125	146
religion	2126	146
combination	2127	145
barbara	2128	145
study	2129	145
awards	2130	145
technology	2131	145
research	2132	145
national	2133	145
dated	2134	145
product	2135	145
relief	2136	145
described	2137	145
angel	2138	145
excited	2139	145
ted	2140	145
range	2141	144
haunting	2142	144
circumstances	2143	144
learned	2144	144
underrated	2145	144
ran	2146	144
germany	2147	144
walter	2148	144
werewolf	2149	144
levels	2150	144
clean	2151	144
gonna	2152	144
nevertheless	2153	143
families	2154	143
ages	2155	143
gory	2156	143
sympathetic	2157	143
standing	2158	143
mask	2159	143
vote	2160	143
stock	2161	143
passed	2162	143
fool	2163	143
loses	2164	143
lucky	2165	143
hunt	2166	143
reviewer	2167	143
chick	2168	143
parker	2169	143
evidence	2170	143
executed	2171	143
sudden	2172	142
president	2173	142
occasionally	2174	142
matt	2175	142
sports	2176	142
generation	2177	142
asking	2178	142
tend	2179	142
danger	2180	142
logic	2181	142
visit	2182	142
market	2183	141
chosen	2184	141
evening	2185	141
utter	2186	141
cameo	2187	141
wit	2188	141
native	2189	141
france	2190	141
factor	2191	141
sinatra	2192	141
stereotypes	2193	141
types	2194	141
broadway	2195	141
flesh	2196	141
appropriate	2197	140
debut	2198	140
individual	2199	140
treatment	2200	140
program	2201	140
nominated	2202	140
ryan	2203	140
anime	2204	140
morning	2205	140
round	2206	140
feet	2207	139
freedom	2208	139
sucked	2209	139
choose	2210	139
theaters	2211	139
discovers	2212	139
sell	2213	139
unable	2214	139
lousy	2215	139
dubbed	2216	138
hearing	2217	138
everywhere	2218	138
safe	2219	138
favor	2220	138
suffers	2221	138
washington	2222	138
portrays	2223	138
mini	2224	138
ultimate	2225	138
facts	2226	138
cinderella	2227	138
board	2228	138
dealing	2229	137
k	2230	137
contrast	2231	137
capable	2232	137
kung	2233	137
accents	2234	137
recall	2235	137
psycho	2236	137
powell	2237	137
patrick	2238	136
captures	2239	136
fame	2240	136
voices	2241	136
overly	2242	136
cash	2243	136
asian	2244	136
insane	2245	136
amateur	2246	136
winner	2247	135
destroy	2248	135
louis	2249	135
largely	2250	135
oliver	2251	135
dry	2252	135
send	2253	135
produce	2254	135
reach	2255	135
shallow	2256	135
victoria	2257	135
wayne	2258	135
eight	2259	134
extras	2260	134
hearted	2261	134
graphic	2262	134
thoughts	2263	134
joseph	2264	134
anderson	2265	134
rental	2266	134
flashbacks	2267	134
learns	2268	134
inner	2269	134
painfully	2270	134
sheriff	2271	133
africa	2272	133
aged	2273	133
football	2274	133
ancient	2275	133
commercial	2276	133
naive	2277	133
depressing	2278	133
hat	2279	133
correct	2280	133
clue	2281	133
crash	2282	133
columbo	2283	133
protagonist	2284	133
ruined	2285	133
luke	2286	132
hanging	2287	132
chief	2288	132
saturday	2289	132
reporter	2290	132
shocked	2291	132
training	2292	132
display	2293	132
treasure	2294	132
center	2295	132
kick	2296	132
irritating	2297	132
tiny	2298	132
hopefully	2299	131
lower	2300	131
cares	2301	131
rules	2302	131
pity	2303	131
practically	2304	131
costume	2305	131
mistakes	2306	131
frame	2307	131
appealing	2308	131
bringing	2309	131
theatrical	2310	131
desert	2311	131
degree	2312	131
cartoons	2313	131
pleasant	2314	131
assume	2315	131
edward	2316	131
25	2317	131
fits	2318	131
bourne	2319	131
hill	2320	131
satisfying	2321	131
rescue	2322	131
jungle	2323	131
tedious	2324	131
embarrassing	2325	131
maria	2326	131
paper	2327	131
category	2328	131
disgusting	2329	130
skin	2330	130
canadian	2331	130
fly	2332	130
majority	2333	130
breaking	2334	130
scare	2335	130
endless	2336	130
portraying	2337	130
alex	2338	130
execution	2339	130
fairy	2340	130
asleep	2341	130
struggling	2342	130
cant	2343	130
security	2344	130
offensive	2345	130
seat	2346	130
che	2347	130
spy	2348	129
strongly	2349	129
europe	2350	129
semi	2351	129
relate	2352	129
surprises	2353	129
invisible	2354	129
influence	2355	129
talks	2356	129
combined	2357	129
performed	2358	129
print	2359	129
matters	2360	129
ned	2361	129
costs	2362	129
propaganda	2363	129
viewed	2364	128
max	2365	128
virtually	2366	128
ha	2367	128
unrealistic	2368	128
steals	2369	128
gordon	2370	128
plans	2371	128
bodies	2372	128
continuity	2373	128
steal	2374	128
contrived	2375	128
convinced	2376	128
creatures	2377	128
insult	2378	128
roger	2379	127
unlikely	2380	127
united	2381	127
covered	2382	127
hall	2383	127
qualities	2384	127
wilson	2385	127
department	2386	127
dollars	2387	127
relatively	2388	127
sympathy	2389	127
reputation	2390	127
designed	2391	127
angle	2392	127
repeated	2393	127
speech	2394	127
welcome	2395	126
meeting	2396	126
supernatural	2397	126
emma	2398	126
speaks	2399	126
rule	2400	126
contemporary	2401	126
recognize	2402	126
baseball	2403	126
uk	2404	126
professor	2405	126
sun	2406	126
politics	2407	126
blah	2408	126
fill	2409	125
crowd	2410	125
bus	2411	125
losing	2412	125
witness	2413	125
remain	2414	125
whoever	2415	125
kim	2416	125
belief	2417	125
path	2418	124
dozen	2419	124
warm	2420	124
proud	2421	124
claire	2422	124
burns	2423	124
lifetime	2424	124
substance	2425	124
weeks	2426	124
brave	2427	124
makeup	2428	124
magical	2429	124
involves	2430	124
texas	2431	124
marry	2432	124
14	2433	124
amateurish	2434	124
enemy	2435	124
service	2436	124
excitement	2437	124
australian	2438	124
holding	2439	124
branagh	2440	124
exact	2441	123
sisters	2442	123
johnson	2443	123
jackie	2444	123
movement	2445	123
atrocious	2446	123
cutting	2447	123
prime	2448	123
fare	2449	123
metal	2450	123
murphy	2451	123
surreal	2452	123
north	2453	122
universe	2454	122
twisted	2455	122
cowboy	2456	122
structure	2457	122
quest	2458	122
liners	2459	122
drag	2460	122
suspenseful	2461	122
russell	2462	122
drop	2463	122
claim	2464	122
latest	2465	122
pitt	2466	122
grim	2467	122
granted	2468	122
horribly	2469	122
buying	2470	121
hitchcock	2471	121
multiple	2472	121
unfortunate	2473	121
passing	2474	121
heck	2475	121
driver	2476	121
frightening	2477	121
beach	2478	121
section	2479	121
scale	2480	120
sullivan	2481	120
veteran	2482	120
clark	2483	120
faced	2484	120
robot	2485	120
1950	2486	120
serves	2487	120
shadow	2488	120
placed	2489	120
caine	2490	120
universal	2491	120
sword	2492	120
cultural	2493	119
presents	2494	119
notch	2495	119
mainstream	2496	119
jon	2497	119
inspector	2498	119
darkness	2499	119
protect	2500	119
hide	2501	119
sounded	2502	119
lugosi	2503	119
bettie	2504	119
pile	2505	119
nude	2506	119
guilty	2507	119
breath	2508	118
raw	2509	118
deaths	2510	118
cost	2511	118
sunday	2512	118
convince	2513	118
provided	2514	118
beast	2515	118
harsh	2516	118
favorites	2517	118
princess	2518	118
von	2519	118
donald	2520	118
walked	2521	118
depicted	2522	118
ruin	2523	118
birth	2524	118
highlight	2525	118
closer	2526	117
weekend	2527	117
urban	2528	117
accidentally	2529	117
stayed	2530	117
prior	2531	117
bound	2532	117
source	2533	117
julia	2534	117
realizes	2535	117
narration	2536	117
status	2537	116
irish	2538	116
dean	2539	116
technically	2540	116
experiences	2541	116
sharp	2542	116
peace	2543	116
grave	2544	116
dude	2545	116
ghosts	2546	116
forgettable	2547	116
dogs	2548	116
reveal	2549	116
teenagers	2550	116
promise	2551	116
offered	2552	116
experiment	2553	116
anger	2554	115
hong	2555	115
rochester	2556	115
terror	2557	115
susan	2558	115
till	2559	115
sidney	2560	115
network	2561	115
mexico	2562	115
surface	2563	115
initially	2564	115
crude	2565	115
gross	2566	115
kinds	2567	115
focused	2568	115
court	2569	115
changing	2570	115
warner	2571	115
calling	2572	115
facial	2573	115
spends	2574	115
previously	2575	115
believed	2576	115
touches	2577	115
bothered	2578	115
initial	2579	115
cabin	2580	115
legendary	2581	114
erotic	2582	114
alice	2583	114
vietnam	2584	114
lion	2585	114
rolling	2586	114
pacino	2587	114
appreciated	2588	114
haunted	2589	114
forth	2590	114
weapons	2591	114
17	2592	114
angles	2593	114
listening	2594	114
ratings	2595	114
desperately	2596	114
tree	2597	114
paying	2598	114
sensitive	2599	113
sorts	2600	113
complicated	2601	113
target	2602	113
everyday	2603	113
refreshing	2604	113
routine	2605	113
daughters	2606	113
sir	2607	113
figures	2608	113
unconvincing	2609	113
musicals	2610	113
abandoned	2611	113
deadly	2612	113
studios	2613	113
convey	2614	113
rights	2615	113
friday	2616	113
miller	2617	113
related	2618	113
hip	2619	113
com	2620	112
fictional	2621	112
mature	2622	112
trilogy	2623	112
mexican	2624	112
imagery	2625	112
gritty	2626	112
aka	2627	112
stays	2628	112
crying	2629	112
settings	2630	112
criticism	2631	112
handled	2632	112
explains	2633	112
promising	2634	112
subtitles	2635	112
walks	2636	112
tight	2637	112
honor	2638	112
ain	2639	112
draw	2640	112
directly	2641	112
sleeping	2642	112
format	2643	112
required	2644	112
junk	2645	112
amazed	2646	111
committed	2647	111
indie	2648	111
featured	2649	111
teeth	2650	111
midnight	2651	111
table	2652	111
paint	2653	111
figured	2654	111
understood	2655	111
variety	2656	111
teenager	2657	111
slapstick	2658	111
minds	2659	111
scenario	2660	111
rain	2661	111
friendly	2662	110
views	2663	110
statement	2664	110
answers	2665	110
racist	2666	110
dragon	2667	110
turkey	2668	110
forest	2669	110
mgm	2670	110
trapped	2671	110
retarded	2672	110
stereotypical	2673	110
lawyer	2674	110
alright	2675	110
clips	2676	110
maker	2677	109
melodrama	2678	109
blow	2679	109
60s	2680	109
mouse	2681	109
pregnant	2682	109
san	2683	109
sexuality	2684	109
lincoln	2685	109
adventures	2686	109
dollar	2687	109
punch	2688	109
occasional	2689	109
mere	2690	109
rings	2691	109
artists	2692	109
idiot	2693	109
laura	2694	108
quirky	2695	108
arms	2696	108
ron	2697	108
teens	2698	108
sarah	2699	108
blockbuster	2700	108
praise	2701	108
theory	2702	108
truck	2703	108
dennis	2704	108
bore	2705	108
demon	2706	108
cell	2707	108
chaplin	2708	108
criminals	2709	108
learning	2710	108
brad	2711	108
carried	2712	108
michelle	2713	108
task	2714	108
significant	2715	108
stolen	2716	107
east	2717	107
storytelling	2718	107
obsession	2719	107
drinking	2720	107
elizabeth	2721	107
chan	2722	107
starred	2723	107
via	2724	107
daily	2725	107
afternoon	2726	107
trick	2727	107
encounter	2728	107
hoffman	2729	107
description	2730	107
productions	2731	107
china	2732	106
fabulous	2733	106
decades	2734	106
cruel	2735	106
properly	2736	106
challenge	2737	106
underground	2738	106
sold	2739	106
necessarily	2740	106
originality	2741	106
handed	2742	106
leslie	2743	106
express	2744	106
examples	2745	106
navy	2746	106
thrillers	2747	106
chose	2748	106
campy	2749	106
un	2750	106
claims	2751	106
bbc	2752	106
lie	2753	106
massive	2754	106
matthau	2755	105
conversation	2756	105
stops	2757	105
gas	2758	105
aliens	2759	105
raised	2760	105
experienced	2761	105
reveals	2762	105
join	2763	105
choices	2764	105
prepared	2765	105
timing	2766	105
locked	2767	105
buck	2768	105
purely	2769	105
murderer	2770	105
foster	2771	105
st	2772	105
balance	2773	105
abuse	2774	105
perfection	2775	105
greater	2776	105
exists	2777	105
demons	2778	105
warned	2779	105
flight	2780	105
titles	2781	105
destroyed	2782	105
entertain	2783	105
pulls	2784	105
larry	2785	105
inspiration	2786	105
goofy	2787	105
determined	2788	105
screenwriter	2789	105
intentions	2790	105
remotely	2791	105
skill	2792	104
disbelief	2793	104
lucy	2794	104
rough	2795	104
account	2796	104
renting	2797	104
jobs	2798	104
happiness	2799	104
letting	2800	104
summary	2801	104
seek	2802	104
throwing	2803	104
mildly	2804	104
lonely	2805	104
upper	2806	104
christ	2807	104
mountain	2808	104
bollywood	2809	104
hardy	2810	104
comedian	2811	104
closing	2812	104
achieve	2813	104
wear	2814	104
rogers	2815	104
caring	2816	104
bag	2817	104
downright	2818	104
sandler	2819	104
basis	2820	103
crafted	2821	103
nowadays	2822	103
hired	2823	103
needless	2824	103
introduction	2825	103
india	2826	103
trial	2827	103
rachel	2828	103
graphics	2829	103
cook	2830	103
karloff	2831	103
sons	2832	103
nation	2833	103
device	2834	103
suffer	2835	103
raise	2836	102
essential	2837	102
expressions	2838	102
forgot	2839	102
chilling	2840	102
revolution	2841	102
delivery	2842	102
causes	2843	102
chair	2844	102
flashback	2845	102
screening	2846	102
extraordinary	2847	102
prefer	2848	102
innocence	2849	102
expert	2850	102
jail	2851	102
replaced	2852	102
2006	2853	102
topic	2854	102
focuses	2855	102
reference	2856	102
suck	2857	102
FALSE	2858	102
intellectual	2859	101
overcome	2860	101
cheese	2861	101
dress	2862	101
1980	2863	101
dancer	2864	101
reminiscent	2865	101
extent	2866	101
thankfully	2867	101
freeman	2868	101
arrives	2869	101
critical	2870	101
comical	2871	101
attacked	2872	101
philip	2873	101
westerns	2874	101
ignore	2875	101
cases	2876	101
alas	2877	101
california	2878	101
bitter	2879	100
inept	2880	100
hood	2881	100
shut	2882	100
dubbing	2883	100
halfway	2884	100
albeit	2885	100
exceptional	2886	100
handle	2887	100
scripts	2888	100
cooper	2889	100
nine	2890	100
mirror	2891	100
shower	2892	100
wing	2893	100
succeeds	2894	100
established	2895	100
colors	2896	100
noted	2897	100
angels	2898	100
sleazy	2899	100
hundred	2900	100
presentation	2901	100
julie	2902	100
lesser	2903	100
legs	2904	100
uninteresting	2905	100
scares	2906	100
fish	2907	99
effectively	2908	99
breathtaking	2909	99
beloved	2910	99
amazingly	2911	99
helen	2912	99
served	2913	99
guard	2914	99
touched	2915	99
fallen	2916	99
stanwyck	2917	99
jessica	2918	99
sitcom	2919	99
suspects	2920	99
hole	2921	99
regret	2922	99
nazi	2923	99
pet	2924	99
ludicrous	2925	99
attacks	2926	99
ashamed	2927	99
stomach	2928	98
regarding	2929	98
spite	2930	98
eva	2931	98
mansion	2932	98
enjoyment	2933	98
headed	2934	98
wave	2935	98
enter	2936	98
con	2937	98
larger	2938	98
insight	2939	98
fourth	2940	98
workers	2941	98
tour	2942	98
picks	2943	98
helping	2944	98
strangely	2945	98
struggles	2946	98
deeper	2947	98
internet	2948	98
flow	2949	98
southern	2950	98
holiday	2951	98
jewish	2952	98
provoking	2953	98
catholic	2954	98
lazy	2955	98
boll	2956	98
manager	2957	97
interview	2958	97
environment	2959	97
novels	2960	97
develops	2961	97
controversial	2962	97
spoof	2963	97
cole	2964	97
base	2965	97
gain	2966	97
contain	2967	97
wishes	2968	97
league	2969	97
gruesome	2970	97
matrix	2971	97
sides	2972	97
expression	2973	97
madness	2974	97
paulie	2975	97
revolves	2976	97
faithful	2977	97
notorious	2978	97
titanic	2979	97
spielberg	2980	97
trite	2981	97
stupidity	2982	97
ironic	2983	96
heavily	2984	96
interpretation	2985	96
carrying	2986	96
perform	2987	96
stanley	2988	96
performers	2989	96
tradition	2990	96
warn	2991	96
rival	2992	96
busy	2993	96
wears	2994	96
broke	2995	96
courage	2996	96
confusion	2997	96
jake	2998	96
card	2999	96
toy	3000	96
delight	3001	95
horrific	3002	95
worthwhile	3003	95
ensemble	3004	95
bo	3005	95
racism	3006	95
charge	3007	95
fortunately	3008	95
guilt	3009	95
authentic	3010	95
carries	3011	95
2000	3012	95
proof	3013	95
em	3014	95
blair	3015	95
lying	3016	95
personalities	3017	95
bette	3018	95
upset	3019	95
burton	3020	95
tales	3021	95
gadget	3022	95
holmes	3023	95
embarrassed	3024	95
curtis	3025	94
kurt	3026	94
adding	3027	94
nonetheless	3028	94
italy	3029	94
weapon	3030	94
streisand	3031	94
18	3032	94
achieved	3033	94
lane	3034	94
frequently	3035	94
opened	3036	94
1950s	3037	94
noble	3038	94
belongs	3039	94
mentally	3040	94
risk	3041	94
corner	3042	94
reed	3043	94
bakshi	3044	94
saves	3045	94
elsewhere	3046	94
nose	3047	94
usa	3048	94
existent	3049	94
pack	3050	94
mst3k	3051	94
funnier	3052	94
sin	3053	94
arnold	3054	94
throws	3055	93
aired	3056	93
idiotic	3057	93
1970	3058	93
chuck	3059	93
technique	3060	93
hudson	3061	93
blown	3062	93
thief	3063	93
bugs	3064	93
month	3065	93
protagonists	3066	93
cagney	3067	93
happily	3068	93
wasting	3069	93
hang	3070	93
serve	3071	93
oscars	3072	93
shape	3073	93
plague	3074	93
drink	3075	93
ad	3076	93
teach	3077	93
carpenter	3078	93
dislike	3079	93
interviews	3080	93
flash	3081	93
franchise	3082	93
glover	3083	92
glimpse	3084	92
credible	3085	92
bridge	3086	92
tense	3087	92
kiss	3088	92
appearing	3089	92
lights	3090	92
colorful	3091	92
intensity	3092	92
position	3093	92
contract	3094	92
encounters	3095	92
brooks	3096	92
dorothy	3097	92
jumps	3098	92
sum	3099	92
adapted	3100	92
minded	3101	92
sinister	3102	92
redemption	3103	91
separate	3104	91
laid	3105	91
regard	3106	91
andrews	3107	91
greatly	3108	91
obnoxious	3109	91
cousin	3110	91
bat	3111	91
homeless	3112	91
oddly	3113	91
horses	3114	91
videos	3115	91
cia	3116	91
virus	3117	91
torn	3118	91
baker	3119	91
enjoying	3120	91
escapes	3121	91
spoken	3122	91
per	3123	91
thousands	3124	91
mass	3125	91
spell	3126	91
hint	3127	91
ralph	3128	91
flynn	3129	91
flaw	3130	91
knock	3131	91
zone	3132	91
fay	3133	90
hunting	3134	90
1st	3135	90
spots	3136	90
thrilling	3137	90
shines	3138	90
lisa	3139	90
vincent	3140	90
ruth	3141	90
gothic	3142	90
seeking	3143	90
credibility	3144	90
glass	3145	90
aunt	3146	90
object	3147	90
neat	3148	90
stan	3149	90
cusack	3150	90
oil	3151	90
stealing	3152	90
kane	3153	90
chases	3154	89
kidnapped	3155	89
suggests	3156	89
24	3157	89
hooked	3158	89
depiction	3159	89
dentist	3160	89
stranger	3161	89
countries	3162	89
hiding	3163	89
elvira	3164	89
16	3165	89
pitch	3166	89
miscast	3167	89
derek	3168	89
blank	3169	89
twelve	3170	89
term	3171	89
jerk	3172	89
pride	3173	89
dawn	3174	89
neil	3175	89
factory	3176	89
assistant	3177	89
charisma	3178	89
patient	3179	88
library	3180	88
notable	3181	88
successfully	3182	88
carefully	3183	88
drives	3184	88
host	3185	88
stood	3186	88
poverty	3187	88
medical	3188	88
tongue	3189	88
thousand	3190	88
dragged	3191	88
lovable	3192	88
dig	3193	88
searching	3194	88
depression	3195	88
realise	3196	88
tribute	3197	88
carol	3198	88
press	3199	88
connected	3200	88
guessing	3201	88
jesse	3202	88
burt	3203	88
pie	3204	88
worry	3205	88
ultra	3206	87
glory	3207	87
brosnan	3208	87
hanks	3209	87
snow	3210	87
flawless	3211	87
meaningful	3212	87
dinner	3213	87
succeed	3214	87
cynical	3215	87
text	3216	87
wealthy	3217	87
pool	3218	87
fortune	3219	87
hundreds	3220	87
reactions	3221	87
shorts	3222	87
plastic	3223	87
neck	3224	87
ourselves	3225	87
sutherland	3226	87
spending	3227	87
represents	3228	87
storm	3229	87
hire	3230	87
fianc	3231	87
wanna	3232	87
refuses	3233	87
hamlet	3234	87
godfather	3235	87
arm	3236	87
gag	3237	87
secretary	3238	86
solve	3239	86
complaint	3240	86
lesbian	3241	86
alike	3242	86
mitchell	3243	86
corrupt	3244	86
eerie	3245	86
concert	3246	86
repeat	3247	86
painting	3248	86
whereas	3249	86
struck	3250	86
wins	3251	86
shoots	3252	86
disagree	3253	86
profound	3254	86
physically	3255	86
flawed	3256	86
lessons	3257	86
strip	3258	86
portrait	3259	86
millions	3260	86
pg	3261	86
atlantis	3262	86
grows	3263	86
wwii	3264	86
widmark	3265	86
citizen	3266	86
crisis	3267	85
closely	3268	85
carter	3269	85
fitting	3270	85
amongst	3271	85
attempting	3272	85
reunion	3273	85
inspiring	3274	85
tremendous	3275	85
basement	3276	85
hype	3277	85
infamous	3278	85
massacre	3279	85
spike	3280	85
neighbor	3281	85
mob	3282	85
miike	3283	85
ripped	3284	85
attempted	3285	84
disease	3286	84
monkey	3287	84
sends	3288	84
competition	3289	84
poignant	3290	84
imaginative	3291	84
jay	3292	84
souls	3293	84
winter	3294	84
nights	3295	84
britain	3296	84
le	3297	84
split	3298	84
suffered	3299	84
lucas	3300	84
commit	3301	84
breasts	3302	84
hoped	3303	84
nuclear	3304	84
dialogs	3305	84
acceptable	3306	84
luckily	3307	84
homage	3308	84
tied	3309	84
abc	3310	83
ego	3311	83
steps	3312	83
1970s	3313	83
clues	3314	83
guts	3315	83
repeatedly	3316	83
essence	3317	83
importance	3318	83
condition	3319	83
irony	3320	83
walken	3321	83
neighborhood	3322	83
hence	3323	83
uncomfortable	3324	83
brando	3325	83
sings	3326	83
marvelous	3327	83
superbly	3328	83
consists	3329	83
kudos	3330	83
brilliance	3331	83
duke	3332	83
civil	3333	83
miserably	3334	83
bride	3335	83
quote	3336	83
tracy	3337	83
stiff	3338	83
scientists	3339	83
university	3340	83
grey	3341	82
response	3342	82
2005	3343	82
kicks	3344	82
riding	3345	82
dealt	3346	82
dare	3347	82
unforgettable	3348	82
entry	3349	82
expensive	3350	82
checking	3351	82
magazine	3352	82
remind	3353	82
vacation	3354	82
letter	3355	82
stunt	3356	82
greek	3357	82
evident	3358	82
attached	3359	82
corpse	3360	82
spin	3361	82
attraction	3362	82
accepted	3363	82
altman	3364	82
fbi	3365	82
sexually	3366	81
mindless	3367	81
weight	3368	81
smoke	3369	81
pointed	3370	81
errors	3371	81
dramas	3372	81
2001	3373	81
doc	3374	81
fest	3375	81
packed	3376	81
annoyed	3377	81
perry	3378	81
hammer	3379	81
pleasantly	3380	81
roberts	3381	81
1990	3382	81
burning	3383	81
bible	3384	81
duo	3385	81
nelson	3386	81
cameos	3387	81
estate	3388	81
concerns	3389	81
boredom	3390	81
endearing	3391	80
chances	3392	80
banned	3393	80
progress	3394	80
eyre	3395	80
investigation	3396	80
believing	3397	80
chasing	3398	80
turner	3399	80
achievement	3400	80
slight	3401	80
killings	3402	80
stylish	3403	80
hatred	3404	80
requires	3405	80
stretch	3406	80
jamie	3407	80
bell	3408	80
spiritual	3409	80
tune	3410	80
competent	3411	80
iii	3412	80
strike	3413	80
joey	3414	80
creation	3415	80
spooky	3416	79
health	3417	79
fashioned	3418	79
size	3419	79
curse	3420	79
specific	3421	79
forbidden	3422	79
load	3423	79
psychiatrist	3424	79
ellen	3425	79
easier	3426	79
aforementioned	3427	79
dire	3428	79
briefly	3429	79
wake	3430	79
colour	3431	79
multi	3432	79
goldberg	3433	79
talked	3434	79
jumping	3435	79
knife	3436	79
row	3437	79
strictly	3438	79
accomplished	3439	79
piano	3440	79
davies	3441	79
brand	3442	79
stronger	3443	79
charismatic	3444	79
toilet	3445	79
remote	3446	79
cube	3447	79
smoking	3448	79
carrey	3449	79
eastwood	3450	79
seagal	3451	79
ticket	3452	78
surrounded	3453	78
heat	3454	78
generous	3455	78
falk	3456	78
striking	3457	78
inevitable	3458	78
australia	3459	78
terrifying	3460	78
advantage	3461	78
allowing	3462	78
curiosity	3463	78
captivating	3464	78
silver	3465	78
sally	3466	78
consequences	3467	78
hearts	3468	78
birthday	3469	78
overlooked	3470	78
tricks	3471	78
gift	3472	78
rush	3473	78
cared	3474	78
vicious	3475	78
equal	3476	78
tons	3477	78
vague	3478	78
