word	id	frequency
belly	1836	43
jam	1837	43
board	1838	43
helping	1839	43
tend	1840	42
lit	1841	42
enter	1842	42
natural	1843	42
signature	1844	42
chewy	1845	42
mild	1846	42
diet	1847	42
latte	1848	42
separate	1849	42
alternative	1850	42
agreed	1851	42
cards	1852	42
wear	1853	42
entrance	1854	42
soooo	1855	42
apologized	1856	42
football	1857	42
layout	1858	42
hint	1859	42
create	1860	42
missed	1861	42
vintage	1862	42
boys	1863	42
sky	1864	42
pei	1865	42
wei	1866	42
roast	1867	41
sharing	1868	41
community	1869	41
following	1870	41
among	1871	41
fez	1872	41
shake	1873	41
90	1874	41
views	1875	41
rarely	1876	41
events	1877	41
opportunity	1878	41
hype	1879	41
wild	1880	41
talked	1881	41
pet	1882	41
problems	1883	41
ways	1884	41
matt	1885	41
syrup	1886	41
pastry	1887	41
im	1888	41
learned	1889	41
teriyaki	1890	41
skin	1891	41
doctor	1892	41
nail	1893	41
charming	1894	41
budget	1895	40
topping	1896	40
bother	1897	40
smooth	1898	40
services	1899	40
select	1900	40
g	1901	40
adding	1902	40
parmesan	1903	40
john	1904	40
correct	1905	40
tad	1906	40
prepare	1907	40
chefs	1908	40
shower	1909	40
cilantro	1910	40
pretentious	1911	40
tickets	1912	40
suggestions	1913	40
phenomenal	1914	40
grand	1915	40
goods	1916	40
noise	1917	40
recommendations	1918	40
fault	1919	40
intimate	1920	40
cherry	1921	40
waitstaff	1922	40
didnt	1923	40
china	1924	40
cheeses	1925	40
age	1926	40
hardly	1927	40
delightful	1928	40
tapas	1929	40
calories	1930	40
secret	1931	40
keeping	1932	40
count	1933	39
wifi	1934	39
allowed	1935	39
yay	1936	39
begin	1937	39
chains	1938	39
dressed	1939	39
stock	1940	39
tips	1941	39
nor	1942	39
inviting	1943	39
sea	1944	39
dig	1945	39
america	1946	39
personality	1947	39
caesar	1948	39
wheat	1949	39
bright	1950	39
safeway	1951	39
75	1952	39
prosciutto	1953	39
sizes	1954	39
contact	1955	39
further	1956	39
shocked	1957	39
ginger	1958	39
mongolian	1959	39
pepperoni	1960	39
lower	1961	39
http	1962	39
dined	1963	39
soups	1964	39
quesadilla	1965	39
chris	1966	39
truck	1967	39
80	1968	38
mexico	1969	38
happens	1970	38
followed	1971	38
turns	1972	38
switch	1973	38
grass	1974	38
joke	1975	38
samples	1976	38
advantage	1977	38
baseball	1978	38
waitresses	1979	38
broccoli	1980	38
popcorn	1981	38
wise	1982	38
writing	1983	38
u	1984	38
sooo	1985	38
bistro	1986	38
comment	1987	38
vegas	1988	38
terrific	1989	38
doubt	1990	38
named	1991	38
effort	1992	38
mr	1993	38
fee	1994	38
factor	1995	38
follow	1996	38
potential	1997	38
theme	1998	38
tart	1999	38
nuts	2000	38
boring	2001	38
bloody	2002	38
pedicure	2003	38
winter	2004	37
christmas	2005	37
telling	2006	37
kidding	2007	37
ticket	2008	37
win	2009	37
bike	2010	37
corporate	2011	37
reasons	2012	37
treats	2013	37
complex	2014	37
drunk	2015	37
relaxed	2016	37
informed	2017	37
feed	2018	37
internet	2019	37
culinary	2020	37
mid	2021	37
search	2022	37
additional	2023	37
shame	2024	37
sashimi	2025	37
receive	2026	37
steaks	2027	37
watering	2028	37
joints	2029	37
neither	2030	37
degree	2031	37
salted	2032	37
adorable	2033	37
machines	2034	37
pleasure	2035	37
security	2036	37
jack	2037	37
jalapeno	2038	37
urban	2039	37
common	2040	37
lame	2041	37
bowls	2042	37
alot	2043	37
fans	2044	37
promptly	2045	37
traffic	2046	37
haircut	2047	37
postino	2048	36
gilbert	2049	36
holy	2050	36
introduced	2051	36
thoroughly	2052	36
rolled	2053	36
request	2054	36
custard	2055	36
seared	2056	36
guest	2057	36
handle	2058	36
benedict	2059	36
himself	2060	36
impossible	2061	36
ourselves	2062	36
flavorless	2063	36
final	2064	36
occasions	2065	36
refills	2066	36
shirt	2067	36
heading	2068	36
afraid	2069	36
attempt	2070	36
broke	2071	36
easier	2072	36
fav	2073	36
photo	2074	36
site	2075	36
worry	2076	36
strips	2077	36
disappoint	2078	36
weekly	2079	36
comfort	2080	36
control	2081	36
public	2082	36
gold	2083	36
watched	2084	36
indoor	2085	36
foot	2086	36
managed	2087	35
fig	2088	35
member	2089	35
biscuits	2090	35
entertainment	2091	35
current	2092	35
decorated	2093	35
crunch	2094	35
reviewers	2095	35
overwhelming	2096	35
metro	2097	35
melt	2098	35
refill	2099	35
chat	2100	35
locally	2101	35
bus	2102	35
batter	2103	35
sounded	2104	35
fave	2105	35
mins	2106	35
blown	2107	35
planning	2108	35
sticky	2109	35
rushed	2110	35
dried	2111	35
y	2112	35
diners	2113	35
stood	2114	35
panini	2115	35
dates	2116	35
originally	2117	35
nasty	2118	35
square	2119	35
takeout	2120	35
fellow	2121	35
classy	2122	35
35	2123	35
fitness	2124	35
jerk	2125	35
16	2126	35
regulars	2127	35
members	2128	35
cinnamon	2129	35
southwest	2130	35
caught	2131	35
yoga	2132	35
lee	2133	35
pizzeria	2134	35
granted	2135	34
lazy	2136	34
eats	2137	34
mojito	2138	34
hurry	2139	34
picking	2140	34
signs	2141	34
jungle	2142	34
threw	2143	34
entered	2144	34
became	2145	34
peach	2146	34
stupid	2147	34
q	2148	34
handed	2149	34
punch	2150	34
ring	2151	34
steamed	2152	34
ale	2153	34
broken	2154	34
careful	2155	34
colors	2156	34
chair	2157	34
wraps	2158	34
cooler	2159	34
partner	2160	34
everybody	2161	34
crew	2162	34
appeared	2163	34
chunks	2164	34
mahi	2165	34
spacious	2166	34
loaded	2167	34
listen	2168	34
fiance	2169	34
showing	2170	34
apps	2171	34
stew	2172	34
biltmore	2173	34
towards	2174	34
el	2175	34
cheeseburger	2176	34
museum	2177	34
chai	2178	34
regardless	2179	33
former	2180	33
messy	2181	33
saving	2182	33
grown	2183	33
tamales	2184	33
hospital	2185	33
trips	2186	33
vs	2187	33
fluffy	2188	33
blow	2189	33
garage	2190	33
hits	2191	33
pack	2192	33
guac	2193	33
german	2194	33
till	2195	33
interested	2196	33
spoon	2197	33
grew	2198	33
fake	2199	33
tucked	2200	33
exception	2201	33
shouldn	2202	33
judge	2203	33
equipment	2204	33
cares	2205	33
killer	2206	33
video	2207	33
cornbread	2208	33
eventually	2209	33
appropriate	2210	33
asparagus	2211	33
mary	2212	33
fingers	2213	32
program	2214	32
deserve	2215	32
tires	2216	32
dream	2217	32
oz	2218	32
closing	2219	32
anytime	2220	32
island	2221	32
seconds	2222	32
native	2223	32
hooked	2224	32
coupons	2225	32
entering	2226	32
challenge	2227	32
root	2228	32
bagels	2229	32
sampler	2230	32
build	2231	32
recipe	2232	32
form	2233	32
balsamic	2234	32
held	2235	32
studio	2236	32
suggestion	2237	32
scoop	2238	32
hearing	2239	32
wet	2240	32
ketchup	2241	32
balance	2242	32
bands	2243	32
concerned	2244	32
dancing	2245	32
lightly	2246	32
seasoning	2247	32
shell	2248	32
gyros	2249	32
test	2250	32
liking	2251	32
tasteless	2252	32
eater	2253	32
insurance	2254	32
brother	2255	32
em	2256	32
jalapenos	2257	32
adults	2258	32
appears	2259	32
practice	2260	31
sucked	2261	31
calling	2262	31
personable	2263	31
bet	2264	31
stumbled	2265	31
favor	2266	31
jimmy	2267	31
draft	2268	31
h	2269	31
ah	2270	31
costco	2271	31
pretzels	2272	31
holding	2273	31
starving	2274	31
generic	2275	31
allow	2276	31
began	2277	31
king	2278	31
amazingly	2279	31
edamame	2280	31
stale	2281	31
students	2282	31
cajun	2283	31
parts	2284	31
basket	2285	31
indeed	2286	31
biz	2287	31
2nd	2288	31
ceviche	2289	31
lover	2290	31
browns	2291	31
locals	2292	31
thumbs	2293	31
court	2294	31
avenue	2295	31
feature	2296	31
church	2297	31
hipster	2298	31
queso	2299	31
beverages	2300	31
regret	2301	31
dude	2302	31
specific	2303	31
toys	2304	31
lose	2305	31
hawaiian	2306	31
winner	2307	31
downside	2308	31
spaghetti	2309	31
confused	2310	31
impression	2311	31
manicure	2312	31
memorable	2313	30
listed	2314	30
crappy	2315	30
sometime	2316	30
pan	2317	30
yo	2318	30
sucker	2319	30
savory	2320	30
wont	2321	30
napkins	2322	30
detail	2323	30
cabbage	2324	30
boxes	2325	30
champagne	2326	30
jeans	2327	30
saved	2328	30
ample	2329	30
truffle	2330	30
drinker	2331	30
history	2332	30
fi	2333	30
spread	2334	30
numerous	2335	30
industry	2336	30
bone	2337	30
delight	2338	30
feta	2339	30
terms	2340	30
pollo	2341	30
rum	2342	30
social	2343	30
martinis	2344	30
meatballs	2345	30
adult	2346	30
fountain	2347	30
satisfying	2348	30
chop	2349	30
arcadia	2350	30
runs	2351	30
response	2352	30
weight	2353	30
charm	2354	30
promise	2355	30
shoe	2356	30
match	2357	30
nope	2358	30
dirt	2359	30
gallo	2360	30
raspberry	2361	30
desired	2362	30
selling	2363	29
unbelievable	2364	29
replaced	2365	29
receipt	2366	29
claim	2367	29
offering	2368	29
row	2369	29
tire	2370	29
seasonal	2371	29
recall	2372	29
smelled	2373	29
act	2374	29
stage	2375	29
suppose	2376	29
brie	2377	29
wtf	2378	29
craft	2379	29
dentist	2380	29
freaking	2381	29
fly	2382	29
sets	2383	29
starts	2384	29
wrote	2385	29
block	2386	29
weak	2387	29
cuz	2388	29
hop	2389	29
devil	2390	29
specifically	2391	29
trash	2392	29
brulee	2393	29
hearty	2394	29
hamburger	2395	29
fajitas	2396	29
marinara	2397	29
pile	2398	29
anniversary	2399	29
brews	2400	29
energy	2401	29
repair	2402	29
id	2403	29
period	2404	29
stocked	2405	29
speaking	2406	29
harbor	2407	29
sprinkles	2408	29
presented	2409	29
changing	2410	29
gf	2411	29
shirts	2412	29
macaroni	2413	29
assortment	2414	29
ramen	2415	29
organized	2416	29
nyc	2417	29
meant	2418	29
pure	2419	28
blocks	2420	28
afford	2421	28
rd	2422	28
diverse	2423	28
minus	2424	28
burn	2425	28
ugh	2426	28
moon	2427	28
adventure	2428	28
upstairs	2429	28
yuck	2430	28
properly	2431	28
noisy	2432	28
campus	2433	28
coast	2434	28
snacks	2435	28
glendale	2436	28
parties	2437	28
stands	2438	28
wondering	2439	28
foodie	2440	28
gay	2441	28
bummer	2442	28
fork	2443	28
buddy	2444	28
chatting	2445	28
fucking	2446	28
individual	2447	28
result	2448	28
workout	2449	28
ingredient	2450	28
preferred	2451	28
created	2452	28
smoking	2453	28
waiters	2454	28
70	2455	28
17	2456	28
lets	2457	28
display	2458	28
celebrate	2459	28
spoke	2460	28
facial	2461	28
vacation	2462	27
pear	2463	27
jewelry	2464	27
convinced	2465	27
tom	2466	27
staple	2467	27
breads	2468	27
occasionally	2469	27
sampled	2470	27
beginning	2471	27
tops	2472	27
terminal	2473	27
fox	2474	27
opposed	2475	27
pumpkin	2476	27
closest	2477	27
refilled	2478	27
sticks	2479	27
cart	2480	27
grabbed	2481	27
hasn	2482	27
cooks	2483	27
sodas	2484	27
iron	2485	27
btw	2486	27
improved	2487	27
towels	2488	27
spanish	2489	27
supporting	2490	27
buttery	2491	27
bank	2492	27
directly	2493	27
cleaned	2494	27
blood	2495	27
yard	2496	27
smells	2497	27
practically	2498	27
edible	2499	27
karaoke	2500	27
consistency	2501	27
cowboy	2502	27
enchilada	2503	27
fight	2504	27
warning	2505	27
custom	2506	27
jazz	2507	27
donut	2508	27
booked	2509	27
blend	2510	27
hotels	2511	27
mainly	2512	27
answered	2513	27
buds	2514	27
plantains	2515	27
tag	2516	27
costs	2517	27
aj	2518	27
hut	2519	27
stir	2520	27
animals	2521	26
balls	2522	26
beats	2523	26
stepped	2524	26
stated	2525	26
arugula	2526	26
genuine	2527	26
shuttle	2528	26
pain	2529	26
oysters	2530	26
names	2531	26
importantly	2532	26
falafel	2533	26
companion	2534	26
kill	2535	26
brick	2536	26
requested	2537	26
sexy	2538	26
booze	2539	26
microwave	2540	26
accept	2541	26
eatery	2542	26
marketplace	2543	26
brewery	2544	26
ravioli	2545	26
eh	2546	26
trouble	2547	26
relatively	2548	26
21	2549	26
welcomed	2550	26
rave	2551	26
subs	2552	26
coworkers	2553	26
ipa	2554	26
ceiling	2555	26
brings	2556	26
tequila	2557	26
fridays	2558	26
earth	2559	26
appealing	2560	26
piping	2561	26
plaza	2562	26
mussels	2563	26
background	2564	26
alas	2565	26
vig	2566	26
everytime	2567	26
mission	2568	26
cider	2569	26
results	2570	26
muffin	2571	26
semi	2572	26
ultimate	2573	26
unusual	2574	26
torta	2575	26
stone	2576	26
lacked	2577	26
reach	2578	26
sorts	2579	26
patty	2580	26
brew	2581	26
raised	2582	26
regularly	2583	26
holes	2584	26
pint	2585	26
heavenly	2586	26
liquor	2587	26
nobody	2588	26
teacher	2589	26
frequently	2590	26
inn	2591	25
knowledgable	2592	25
active	2593	25
asks	2594	25
inch	2595	25
hence	2596	25
dairy	2597	25
sundae	2598	25
papaya	2599	25
address	2600	25
bits	2601	25
dos	2602	25
stellar	2603	25
ignored	2604	25
attended	2605	25
falling	2606	25
complaining	2607	25
field	2608	25
cousin	2609	25
greatest	2610	25
hi	2611	25
mole	2612	25
grace	2613	25
national	2614	25
constantly	2615	25
panda	2616	25
grounds	2617	25
attending	2618	25
stopping	2619	25
destination	2620	25
blame	2621	25
bargain	2622	25
patron	2623	25
ra	2624	25
handful	2625	25
tail	2626	25
glazed	2627	25
salsas	2628	25
access	2629	25
comparable	2630	25
fyi	2631	25
smoky	2632	25
hopes	2633	25
considered	2634	25
economy	2635	25
amounts	2636	25
present	2637	25
raved	2638	25
picnic	2639	25
schedule	2640	25
pour	2641	25
frank	2642	25
30pm	2643	25
knowledge	2644	25
reviewed	2645	25
account	2646	25
battered	2647	25
albeit	2648	25
shortly	2649	25
treatment	2650	25
flowers	2651	25
pico	2652	25
afterwards	2653	25
via	2654	25
z	2655	25
base	2656	25
couches	2657	25
lake	2658	25
lgo	2659	25
tavern	2660	25
gel	2661	25
pound	2662	24
led	2663	24
ish	2664	24
animal	2665	24
vet	2666	24
happily	2667	24
accompanied	2668	24
checks	2669	24
tells	2670	24
teas	2671	24
definately	2672	24
cibo	2673	24
ridiculously	2674	24
wing	2675	24
6pm	2676	24
nowhere	2677	24
leather	2678	24
pressure	2679	24
ca	2680	24
death	2681	24
southwestern	2682	24
buck	2683	24
load	2684	24
adore	2685	24
tab	2686	24
bay	2687	24
highlight	2688	24
shots	2689	24
worthy	2690	24
mike	2691	24
eager	2692	24
ending	2693	24
details	2694	24
temperature	2695	24
mojo	2696	24
tall	2697	24
trader	2698	24
maple	2699	24
wasnt	2700	24
lively	2701	24
complained	2702	24
flatbread	2703	24
theirs	2704	24
character	2705	24
swear	2706	24
hunt	2707	24
timely	2708	24
appetite	2709	24
um	2710	24
spiced	2711	24
grits	2712	24
blast	2713	24
manner	2714	24
shoot	2715	24
soul	2716	24
girlfriends	2717	24
ends	2718	24
dave	2719	24
beach	2720	24
pools	2721	24
latest	2722	24
scratch	2723	24
caring	2724	24
features	2725	24
painted	2726	24
francisco	2727	24
cole	2728	24
pig	2729	24
confusing	2730	24
screens	2731	24
suck	2732	24
3rd	2733	24
hurt	2734	24
forced	2735	24
massive	2736	24
southern	2737	24
tax	2738	24
soap	2739	24
bobby	2740	24
calls	2741	24
tomorrow	2742	24
chic	2743	24
theatre	2744	24
cross	2745	24
barrio	2746	24
fondue	2747	24
inspired	2748	24
improve	2749	23
carnitas	2750	23
conversations	2751	23
canned	2752	23
funky	2753	23
clients	2754	23
emergency	2755	23
familiar	2756	23
forgotten	2757	23
pants	2758	23
festival	2759	23
thankfully	2760	23
provides	2761	23
land	2762	23
initially	2763	23
district	2764	23
tossed	2765	23
speed	2766	23
cleanliness	2767	23
depending	2768	23
ups	2769	23
horchata	2770	23
impress	2771	23
marinated	2772	23
lil	2773	23
ha	2774	23
bottled	2775	23
finger	2776	23
parked	2777	23
shade	2778	23
popped	2779	23
cat	2780	23
colored	2781	23
groceries	2782	23
smoothie	2783	23
passing	2784	23
wi	2785	23
lux	2786	23
gifts	2787	23
chow	2788	23
awkward	2789	23
listening	2790	23
assume	2791	23
christopher	2792	23
wallet	2793	23
penny	2794	23
male	2795	23
theaters	2796	23
amc	2797	23
deciding	2798	23
warned	2799	23
walnut	2800	23
thrift	2801	23
comparison	2802	23
states	2803	23
beds	2804	23
lunches	2805	23
poured	2806	23
code	2807	23
downstairs	2808	23
midnight	2809	23
indulge	2810	23
heads	2811	23
weekday	2812	23
written	2813	23
slight	2814	23
retail	2815	23
naan	2816	23
planned	2817	23
dumplings	2818	23
volume	2819	23
goodies	2820	23
catering	2821	23
5th	2822	23
houses	2823	23
skillet	2824	23
described	2825	23
seven	2826	23
teeth	2827	23
beware	2828	23
rent	2829	23
buns	2830	23
frankly	2831	23
surgery	2832	23
refund	2833	23
press	2834	23
zucchini	2835	23
updated	2836	23
2010	2837	23
pickle	2838	23
chick	2839	23
dresses	2840	23
crowds	2841	23
delux	2842	23
def	2843	23
thus	2844	23
grind	2845	23
x	2846	23
mmmm	2847	23
pastries	2848	23
gras	2849	23
families	2850	23
uses	2851	23
barber	2852	23
kona	2853	23
spoiled	2854	22
korean	2855	22
interest	2856	22
vendors	2857	22
fortunately	2858	22
circle	2859	22
conference	2860	22
path	2861	22
pro	2862	22
pros	2863	22
nine	2864	22
rental	2865	22
beautifully	2866	22
tank	2867	22
annoyed	2868	22
200	2869	22
cheapest	2870	22
nordstrom	2871	22
instantly	2872	22
compliment	2873	22
varieties	2874	22
butt	2875	22
7th	2876	22
twist	2877	22
collection	2878	22
cuts	2879	22
meatball	2880	22
repeat	2881	22
hall	2882	22
property	2883	22
fees	2884	22
pastrami	2885	22
laughing	2886	22
coleslaw	2887	22
laugh	2888	22
pretend	2889	22
pissed	2890	22
blueberry	2891	22
breaded	2892	22
cafeteria	2893	22
calzone	2894	22
guilty	2895	22
worried	2896	22
char	2897	22
nervous	2898	22
thinks	2899	22
metal	2900	22
bear	2901	22
4th	2902	22
initial	2903	22
wasted	2904	22
snow	2905	22
gooey	2906	22
fear	2907	22
burned	2908	22
younger	2909	22
pointed	2910	22
shelves	2911	22
informative	2912	22
barbecue	2913	22
hangover	2914	22
smoothies	2915	22
peanuts	2916	22
oregano	2917	22
meatloaf	2918	22
minimal	2919	22
ocean	2920	22
ive	2921	22
plentiful	2922	22
caramelized	2923	22
flour	2924	22
fuck	2925	22
upper	2926	22
carrot	2927	22
assured	2928	22
po	2929	22
fail	2930	22
lodge	2931	22
law	2932	22
news	2933	22
1st	2934	22
track	2935	22
oily	2936	21
horseradish	2937	21
falls	2938	21
continued	2939	21
pets	2940	21
focus	2941	21
denny	2942	21
attached	2943	21
accommodate	2944	21
student	2945	21
mark	2946	21
stack	2947	21
occasional	2948	21
power	2949	21
rotation	2950	21
appear	2951	21
thrilled	2952	21
comments	2953	21
peas	2954	21
sunny	2955	21
ho	2956	21
hh	2957	21
mail	2958	21
upset	2959	21
rainbow	2960	21
mocha	2961	21
tucson	2962	21
computer	2963	21
mrs	2964	21
spin	2965	21
hoped	2966	21
divine	2967	21
coworker	2968	21
meaning	2969	21
cab	2970	21
pretzel	2971	21
scary	2972	21
kudos	2973	21
unlimited	2974	21
plans	2975	21
beet	2976	21
content	2977	21
aware	2978	21
supplies	2979	21
22	2980	21
exciting	2981	21
herb	2982	21
harkins	2983	21
venture	2984	21
flying	2985	21
noon	2986	21
restrooms	2987	21
restroom	2988	21
bones	2989	21
jar	2990	21
lives	2991	21
toward	2992	21
decorations	2993	21
fits	2994	21
5pm	2995	21
holiday	2996	21
splurge	2997	21
facilities	2998	21
ken	2999	21
exact	3000	21
tries	3001	21
hubs	3002	21
smart	3003	21
ol	3004	21
cell	3005	21
masala	3006	21
las	3007	21
array	3008	21
nonetheless	3009	21
skinny	3010	21
addicted	3011	21
research	3012	21
voice	3013	21
drank	3014	21
replace	3015	21
fixed	3016	21
grandma	3017	21
brands	3018	21
ugly	3019	21
searching	3020	21
concert	3021	21
stops	3022	21
cons	3023	21
helps	3024	21
zero	3025	21
tongue	3026	21
wanna	3027	21
8pm	3028	20
skills	3029	20
rosemary	3030	20
charges	3031	20
rule	3032	20
exotic	3033	20
membership	3034	20
dropping	3035	20
frills	3036	20
couch	3037	20
buzz	3038	20
edge	3039	20
earned	3040	20
clue	3041	20
suit	3042	20
email	3043	20
refused	3044	20
smothered	3045	20
sundays	3046	20
competition	3047	20
charging	3048	20
failed	3049	20
tub	3050	20
draw	3051	20
camera	3052	20
mein	3053	20
female	3054	20
guessing	3055	20
boiled	3056	20
cramped	3057	20
cuban	3058	20
clientele	3059	20
satisfy	3060	20
selected	3061	20
entertaining	3062	20
tenders	3063	20
terribly	3064	20
tangy	3065	20
sleep	3066	20
adds	3067	20
benches	3068	20
shea	3069	20
bird	3070	20
ages	3071	20
amenities	3072	20
chilled	3073	20
farmers	3074	20
cave	3075	20
fired	3076	20
compliments	3077	20
worker	3078	20
gin	3079	20
traveling	3080	20
obvious	3081	20
fro	3082	20
culture	3083	20
designer	3084	20
gigantic	3085	20
factory	3086	20
lasagna	3087	20
finishing	3088	20
arriving	3089	20
reviewing	3090	20
0	3091	20
lately	3092	20
diego	3093	20
invited	3094	20
join	3095	20
steakhouse	3096	20
tight	3097	20
diamond	3098	20
featured	3099	20
edges	3100	20
trio	3101	20
yc	3102	20
purse	3103	20
kong	3104	20
watered	3105	20
misters	3106	20
silverware	3107	20
muffins	3108	20
healthier	3109	20
shut	3110	20
legs	3111	20
mimosas	3112	20
vinegar	3113	20
shaved	3114	20
bananas	3115	20
creek	3116	19
degrees	3117	19
hostesses	3118	19
memories	3119	19
client	3120	19
village	3121	19
lacks	3122	19
combined	3123	19
fed	3124	19
hood	3125	19
houston	3126	19
tenderloin	3127	19
chilly	3128	19
snob	3129	19
pressed	3130	19
thousand	3131	19
fruity	3132	19
herself	3133	19
republic	3134	19
study	3135	19
driver	3136	19
sauteed	3137	19
ray	3138	19
undercooked	3139	19
father	3140	19
tradition	3141	19
screw	3142	19
cottage	3143	19
opens	3144	19
smashburger	3145	19
appeal	3146	19
accessories	3147	19
fatty	3148	19
steep	3149	19
leaf	3150	19
nicer	3151	19
greet	3152	19
grande	3153	19
trout	3154	19
entry	3155	19
condition	3156	19
bath	3157	19
apology	3158	19
arrival	3159	19
baba	3160	19
dinners	3161	19
scheduled	3162	19
yikes	3163	19
swing	3164	19
vinaigrette	3165	19
sorbet	3166	19
enormous	3167	19
ed	3168	19
guide	3169	19
delectable	3170	19
iphone	3171	19
faces	3172	19
description	3173	19
insisted	3174	19
dang	3175	19
steps	3176	19
bosa	3177	19
oatmeal	3178	19
haha	3179	19
runny	3180	19
adventurous	3181	19
paired	3182	19
guarantee	3183	19
plays	3184	19
throwing	3185	19
evenings	3186	19
flan	3187	19
deserves	3188	19
encountered	3189	19
sweetness	3190	19
target	3191	19
paint	3192	19
herbs	3193	19
historic	3194	19
dipped	3195	19
hesitate	3196	19
minor	3197	19
rates	3198	19
relleno	3199	19
entertained	3200	19
rip	3201	19
noted	3202	19
juices	3203	19
rules	3204	19
signed	3205	19
dear	3206	19
minimum	3207	19
bang	3208	19
berry	3209	19
artist	3210	19
built	3211	19
largest	3212	19
outdoors	3213	19
river	3214	19
lovers	3215	19
aid	3216	19
ethiopian	3217	19
approach	3218	19
ac	3219	19
songs	3220	19
hong	3221	19
currently	3222	19
outdated	3223	19
condiments	3224	19
stuffing	3225	19
thorough	3226	19
aisle	3227	19
drag	3228	19
watery	3229	19
swiss	3230	19
dated	3231	19
floors	3232	19
101	3233	19
jim	3234	19
fridge	3235	19
notes	3236	19
foie	3237	19
bitter	3238	18
mon	3239	18
queen	3240	18
tee	3241	18
respect	3242	18
pee	3243	18
bothered	3244	18
tech	3245	18
ensure	3246	18
scallop	3247	18
creations	3248	18
strawberries	3249	18
steal	3250	18
hire	3251	18
ill	3252	18
ordinary	3253	18
settled	3254	18
v	3255	18
route	3256	18
maintained	3257	18
dislike	3258	18
fab	3259	18
angel	3260	18
wendy	3261	18
consisted	3262	18
rack	3263	18
pump	3264	18
hitting	3265	18
antipasto	3266	18
eaters	3267	18
levels	3268	18
proper	3269	18
sakana	3270	18
wished	3271	18
jersey	3272	18
encourage	3273	18
fruits	3274	18
da	3275	18
supply	3276	18
push	3277	18
mass	3278	18
aka	3279	18
concoction	3280	18
independent	3281	18
happening	3282	18
trek	3283	18
opt	3284	18
del	3285	18
quarter	3286	18
roof	3287	18
human	3288	18
washed	3289	18
dying	3290	18
supermarket	3291	18
palate	3292	18
sport	3293	18
settle	3294	18
latter	3295	18
loose	3296	18
sunset	3297	18
cracker	3298	18
mushy	3299	18
success	3300	18
beauty	3301	18
allowing	3302	18
antique	3303	18
screaming	3304	18
flag	3305	18
exterior	3306	18
servings	3307	18
pride	3308	18
hers	3309	18
courteous	3310	18
thanksgiving	3311	18
reviewer	3312	18
ratio	3313	18
sesame	3314	18
jade	3315	18
lunchtime	3316	18
dental	3317	18
hated	3318	18
blew	3319	18
neighbors	3320	18
surrounding	3321	18
alley	3322	18
kale	3323	18
thrown	3324	18
steam	3325	18
ain	3326	18
squash	3327	18
toilet	3328	18
swim	3329	18
genius	3330	18
warranty	3331	18
hung	3332	18
naturally	3333	18
risotto	3334	18
hills	3335	18
cleaner	3336	18
mornings	3337	18
gnocchi	3338	18
carmel	3339	18
disaster	3340	18
lolo	3341	18
hesitant	3342	18
conveniently	3343	18
remind	3344	18
legit	3345	18
northern	3346	18
kobe	3347	18
resist	3348	18
hmm	3349	18
pies	3350	18
driven	3351	18
establishments	3352	18
con	3353	18
gripe	3354	18
amazed	3355	18
ours	3356	18
jobs	3357	18
message	3358	18
pushy	3359	18
correctly	3360	18
r	3361	18
kung	3362	18
managers	3363	18
faster	3364	18
rated	3365	17
sells	3366	17
claimed	3367	17
gear	3368	17
calm	3369	17
impeccable	3370	17
wowed	3371	17
risk	3372	17
courtyard	3373	17
mountains	3374	17
shopper	3375	17
opposite	3376	17
boo	3377	17
lush	3378	17
ultimately	3379	17
atm	3380	17
hmmm	3381	17
assumed	3382	17
tube	3383	17
inventive	3384	17
companions	3385	17
sweets	3386	17
preference	3387	17
yep	3388	17
pitcher	3389	17
sans	3390	17
carts	3391	17
ricotta	3392	17
lola	3393	17
esque	3394	17
filipino	3395	17
record	3396	17
justify	3397	17
ruined	3398	17
fabric	3399	17
closet	3400	17
freakin	3401	17
royal	3402	17
tree	3403	17
whipped	3404	17
supposedly	3405	17
bears	3406	17
mad	3407	17
chances	3408	17
preparation	3409	17
quesadillas	3410	17
sight	3411	17
definite	3412	17
processed	3413	17
removed	3414	17
ratings	3415	17
airy	3416	17
yelper	3417	17
hassle	3418	17
essentially	3419	17
ignore	3420	17
socks	3421	17
curries	3422	17
sing	3423	17
cutting	3424	17
grub	3425	17
pitchers	3426	17
tots	3427	17
retro	3428	17
hangout	3429	17
letting	3430	17
messed	3431	17
rose	3432	17
layer	3433	17
acceptable	3434	17
disappeared	3435	17
plane	3436	17
dvd	3437	17
modest	3438	17
proceeded	3439	17
pancake	3440	17
tan	3441	17
poorly	3442	17
page	3443	17
replied	3444	17
cactus	3445	17
obnoxious	3446	17
fireplace	3447	17
americanized	3448	17
appearance	3449	17
science	3450	17
providing	3451	17
aisles	3452	17
nut	3453	17
contemporary	3454	17
shoulder	3455	17
vip	3456	17
necessary	3457	17
eddie	3458	17
inches	3459	17
promised	3460	17
premium	3461	17
knock	3462	17
sourdough	3463	17
challenging	3464	17
halibut	3465	17
companies	3466	17
patties	3467	17
fusion	3468	17
previously	3469	17
lay	3470	17
imo	3471	17
growing	3472	17
okra	3473	17
airlines	3474	17
freezer	3475	17
tzatziki	3476	17
players	3477	17
reception	3478	17
rough	3479	17
cheesesteak	3480	17
pit	3481	17
mock	3482	17
ventured	3483	17
7pm	3484	17
casey	3485	17
catfish	3486	17
